cell_id,lat_cell,lng_cell,cafes,avg_rating,share_high,avg_sentiment
"21.29,-157.844",21.29,-157.844,1,3.9,0.0,
"24.461,54.349",24.461,54.349,1,4.6,1.0,
"24.472,54.379",24.472,54.379,1,4.9,1.0,
"24.817,55.092",24.817,55.092,1,4.3,0.0,
"24.818,54.982",24.818,54.982,1,3.6,0.0,
"24.891,55.433",24.891,55.433,1,4.2,1.0,0.3263894088669951
"24.915,54.961",24.915,54.961,1,4.3,0.0,0.5025991762866763
"24.917,55.008",24.917,55.008,1,4.6,0.0,
"24.92,55.007",24.92,55.007,2,4.6,0.0,0.4075216015466015
"24.947,55.226",24.947,55.226,1,4.6,0.0,
"24.959,55.154",24.959,55.154,1,4.4,0.0,0.4589051587301587
"24.971,55.185",24.971,55.185,1,4.5,0.0,
"24.978,55.161",24.978,55.161,1,4.7,0.0,
"24.981,55.093",24.981,55.093,1,3.9,0.0,
"24.982,55.176",24.982,55.176,1,5.0,0.0,
"24.985,55.176",24.985,55.176,1,4.7,0.0,0.448184126984127
"24.987,55.091",24.987,55.091,1,5.0,0.0,
"24.989,55.159",24.989,55.159,1,4.8,0.0,0.3786895437895438
"25.0,55.168",25.0,55.168,1,4.7,0.0,
"25.002,55.253",25.002,55.253,1,4.7,1.0,0.3892342923280423
"25.003,55.161",25.003,55.161,1,5.0,0.0,
"25.003,55.167",25.003,55.167,1,4.6,0.0,
"25.004,55.163",25.004,55.163,1,4.8,1.0,0.3650757575757576
"25.004,55.164",25.004,55.164,1,4.8,1.0,0.45594542093008
"25.004,55.165",25.004,55.165,2,4.35,0.0,0.3413755411255411
"25.004,55.17",25.004,55.17,1,4.8,1.0,0.4644426406926406
"25.004,55.296",25.004,55.296,1,4.7,1.0,0.4901878478664193
"25.005,55.165",25.005,55.165,1,4.9,0.0,0.4707633685758686
"25.005,55.291",25.005,55.291,1,4.8,1.0,0.4177206034706034
"25.006,55.292",25.006,55.292,1,4.9,0.0,0.2373928571428571
"25.008,55.137",25.008,55.137,1,4.4,0.0,0.3755353535353535
"25.008,55.157",25.008,55.157,1,4.2,0.0,0.2226851851851851
"25.012,55.16",25.012,55.16,1,4.2,0.0,
"25.015,55.193",25.015,55.193,2,4.1,0.0,
"25.017,55.247",25.017,55.247,1,4.8,1.0,0.4677921724245253
"25.018,55.141",25.018,55.141,1,4.9,0.0,0.496765639589169
"25.018,55.247",25.018,55.247,1,4.8,0.0,
"25.019,55.246",25.019,55.246,2,4.75,0.5,0.5040393041917433
"25.019,55.253",25.019,55.253,1,5.0,0.0,0.7309457671957672
"25.021,55.149",25.021,55.149,1,4.8,0.0,
"25.021,55.153",25.021,55.153,1,4.0,0.0,
"25.021,55.2",25.021,55.2,1,4.5,0.0,0.3700839218651718
"25.022,55.13",25.022,55.13,1,4.4,0.0,
"25.022,55.131",25.022,55.131,1,5.0,0.0,
"25.025,55.139",25.025,55.139,1,4.8,0.0,0.4147548057101629
"25.025,55.153",25.025,55.153,3,4.466666666666667,0.0,0.30117189754689755
"25.026,55.153",25.026,55.153,1,4.5,1.0,0.3909457839001585
"25.026,55.183",25.026,55.183,1,4.6,0.0,0.5040734126984127
"25.027,55.267",25.027,55.267,1,4.4,1.0,0.3700767195767195
"25.028,55.108",25.028,55.108,1,4.8,1.0,0.4716993145743146
"25.028,55.181",25.028,55.181,1,4.5,0.0,0.4110396825396825
"25.028,55.207",25.028,55.207,1,4.7,0.0,0.6258452380952381
"25.028,55.237",25.028,55.237,1,4.3,0.0,0.3992090136054422
"25.028,55.275",25.028,55.275,2,4.4,0.5,0.3162603549432593
"25.028,55.276",25.028,55.276,2,4.199999999999999,0.0,
"25.029,55.207",25.029,55.207,1,3.5,0.0,
"25.03,55.152",25.03,55.152,1,4.5,0.0,
"25.03,55.27",25.03,55.27,2,4.35,0.5,0.2639305325987144
"25.03,55.271",25.03,55.271,3,4.6000000000000005,1.0,0.4222457939987701
"25.031,55.218",25.031,55.218,2,4.1,0.0,0.28599261377198404
"25.031,55.239",25.031,55.239,1,5.0,1.0,0.5296091269841271
"25.031,55.271",25.031,55.271,1,3.8,0.0,
"25.032,55.14",25.032,55.14,1,3.5,0.0,0.1243988095238095
"25.032,55.223",25.032,55.223,1,4.5,0.0,
"25.032,55.232",25.032,55.232,1,4.7,0.0,0.3515392156862745
"25.033,55.149",25.033,55.149,1,3.2,0.0,0.053549062049062
"25.034,55.118",25.034,55.118,1,4.2,1.0,0.2165302295918367
"25.034,55.29",25.034,55.29,1,5.0,0.0,
"25.035,55.146",25.035,55.146,3,3.9333333333333336,0.0,0.4113934573363145
"25.035,55.147",25.035,55.147,5,4.32,0.4,0.34795373732344864
"25.035,55.148",25.035,55.148,1,3.4,0.0,0.0125518127705627
"25.036,55.222",25.036,55.222,1,4.4,0.0,
"25.036,55.223",25.036,55.223,2,4.550000000000001,1.0,0.38937363349369924
"25.037,55.191",25.037,55.191,1,4.9,0.0,0.5746186974789916
"25.037,55.222",25.037,55.222,2,4.9,0.0,0.40928027511509657
"25.037,55.223",25.037,55.223,1,4.2,0.0,0.4132709160052911
"25.037,55.225",25.037,55.225,1,4.9,1.0,0.325171674134832
"25.037,55.227",25.037,55.227,1,4.2,0.0,0.0560780423280423
"25.038,55.141",25.038,55.141,1,3.8,0.0,-0.2203333333333333
"25.038,55.186",25.038,55.186,1,4.8,1.0,0.3885562550875051
"25.038,55.219",25.038,55.219,1,4.8,1.0,0.435558231120731
"25.038,55.222",25.038,55.222,2,4.1,1.0,0.21036439393939393
"25.038,55.226",25.038,55.226,5,4.76,0.2,0.4473986585643029
"25.038,55.227",25.038,55.227,2,4.35,0.0,0.3235782517636684
"25.038,55.253",25.038,55.253,1,4.1,0.0,
"25.038,55.254",25.038,55.254,1,4.0,0.0,0.3377762193362194
"25.039,55.166",25.039,55.166,1,5.0,0.0,
"25.039,55.224",25.039,55.224,1,4.4,1.0,0.2943220227484933
"25.039,55.227",25.039,55.227,2,4.65,0.0,
"25.04,55.198",25.04,55.198,2,4.550000000000001,1.0,0.3993541666666667
"25.04,55.22",25.04,55.22,2,3.25,0.0,0.1746140873015872
"25.041,55.115",25.041,55.115,1,4.9,1.0,0.3347872933884298
"25.041,55.117",25.041,55.117,1,4.4,0.0,
"25.041,55.118",25.041,55.118,1,4.6,0.0,0.3868365800865801
"25.041,55.184",25.041,55.184,1,4.8,0.0,
"25.041,55.196",25.041,55.196,1,4.9,1.0,0.3926966726084373
"25.041,55.229",25.041,55.229,2,4.3,0.5,0.44067458652458646
"25.041,55.234",25.041,55.234,1,4.6,1.0,0.4880931160342925
"25.041,55.235",25.041,55.235,6,4.45,0.3333333333333333,0.16983746551351211
"25.042,55.115",25.042,55.115,2,4.75,0.0,0.3053796296296296
"25.042,55.116",25.042,55.116,1,4.7,0.0,0.3332217214603578
"25.042,55.117",25.042,55.117,2,4.85,0.5,0.2490633352247282
"25.042,55.118",25.042,55.118,5,4.4799999999999995,0.2,0.3233852030744958
"25.042,55.158",25.042,55.158,1,4.3,0.0,
"25.042,55.188",25.042,55.188,2,4.8,0.0,
"25.042,55.222",25.042,55.222,1,4.6,0.0,
"25.042,55.229",25.042,55.229,1,4.3,0.0,0.3257922077922078
"25.042,55.23",25.042,55.23,1,4.7,1.0,0.4065895061728395
"25.042,55.25",25.042,55.25,1,4.3,0.0,0.4150684523809523
"25.043,55.118",25.043,55.118,1,3.4,0.0,
"25.043,55.119",25.043,55.119,4,4.25,0.25,0.32060198801742923
"25.043,55.159",25.043,55.159,3,4.6000000000000005,0.3333333333333333,0.30667360928274673
"25.043,55.23",25.043,55.23,1,4.7,0.0,
"25.043,55.231",25.043,55.231,1,4.4,0.0,
"25.043,55.241",25.043,55.241,1,4.4,1.0,
"25.043,55.251",25.043,55.251,1,4.7,1.0,0.5087936507936508
"25.044,55.119",25.044,55.119,1,3.8,0.0,0.1112215488215488
"25.044,55.12",25.044,55.12,1,4.1,0.0,
"25.044,55.23",25.044,55.23,4,4.8,0.5,0.3566497868293322
"25.044,55.231",25.044,55.231,2,4.45,0.0,0.3351556776556776
"25.044,55.251",25.044,55.251,2,4.75,0.5,0.42690587399234015
"25.045,55.119",25.045,55.119,1,4.2,1.0,0.1854448260073259
"25.045,55.12",25.045,55.12,8,4.5125,0.875,0.36002786811463977
"25.045,55.121",25.045,55.121,1,4.3,1.0,0.3867162698412699
"25.045,55.24",25.045,55.24,1,4.9,1.0,0.4274396825396825
"25.046,55.118",25.046,55.118,2,4.25,0.0,0.3403755723443223
"25.046,55.119",25.046,55.119,1,4.4,0.0,0.4394380952380953
"25.046,55.12",25.046,55.12,1,4.2,0.0,0.2471007864684335
"25.046,55.122",25.046,55.122,3,4.566666666666667,0.6666666666666666,0.42908866675389573
"25.046,55.131",25.046,55.131,1,4.0,1.0,0.0964339826839826
"25.046,55.132",25.046,55.132,1,4.2,1.0,0.0353727513227513
"25.046,55.233",25.046,55.233,3,4.666666666666667,0.3333333333333333,0.411197702991453
"25.046,55.234",25.046,55.234,4,4.625,0.75,0.3380327878011108
"25.046,55.236",25.046,55.236,1,4.6,0.0,0.4903457341269841
"25.046,55.239",25.046,55.239,6,4.383333333333334,0.5,0.4028045763760049
"25.046,55.24",25.046,55.24,3,4.7,1.0,0.345511136608425
"25.046,55.241",25.046,55.241,3,4.733333333333333,1.0,0.35052288553598077
"25.046,55.242",25.046,55.242,2,4.7,0.5,0.3070913245681048
"25.046,55.243",25.046,55.243,1,4.6,1.0,0.3550892857142857
"25.047,55.118",25.047,55.118,3,3.8000000000000003,0.3333333333333333,
"25.047,55.121",25.047,55.121,1,4.9,0.0,0.3946046365914787
"25.047,55.122",25.047,55.122,1,4.6,0.0,0.4567992496846716
"25.047,55.13",25.047,55.13,3,4.2,0.3333333333333333,0.2297760567185021
"25.047,55.131",25.047,55.131,1,3.9,1.0,0.1611989200036075
"25.047,55.195",25.047,55.195,1,4.7,0.0,0.4286066468253969
"25.047,55.196",25.047,55.196,1,4.3,0.0,
"25.047,55.205",25.047,55.205,1,4.5,0.0,
"25.047,55.206",25.047,55.206,1,4.7,0.0,0.446015664160401
"25.047,55.23",25.047,55.23,1,3.7,0.0,
"25.047,55.239",25.047,55.239,1,4.6,1.0,0.4150268495971621
"25.047,55.24",25.047,55.24,1,4.3,0.0,
"25.047,55.241",25.047,55.241,3,4.266666666666667,0.3333333333333333,0.4115805853807498
"25.047,55.242",25.047,55.242,3,4.5,0.3333333333333333,0.28470131400585946
"25.047,55.243",25.047,55.243,3,4.433333333333334,1.0,0.25943991251803755
"25.047,55.245",25.047,55.245,1,4.2,0.0,0.3122746427119492
"25.048,55.122",25.048,55.122,1,4.1,0.0,0.2926159812409812
"25.048,55.123",25.048,55.123,1,3.2,0.0,0.1337005557190825
"25.048,55.13",25.048,55.13,2,3.7,0.5,0.0394362272303266
"25.048,55.131",25.048,55.131,1,4.1,0.0,0.3370912698412698
"25.048,55.132",25.048,55.132,2,3.75,0.5,0.04829903628117905
"25.048,55.208",25.048,55.208,1,4.4,0.0,0.2609983164983165
"25.048,55.211",25.048,55.211,1,4.8,1.0,0.3462590187590187
"25.048,55.212",25.048,55.212,1,4.9,0.0,0.4885455988455989
"25.048,55.235",25.048,55.235,1,5.0,0.0,0.3886666666666666
"25.048,55.243",25.048,55.243,2,4.65,0.5,0.457775
"25.048,55.247",25.048,55.247,1,2.3,0.0,0.0763166666666666
"25.049,55.129",25.049,55.129,1,3.9,1.0,0.078325974025974
"25.049,55.131",25.049,55.131,2,3.9499999999999997,0.0,0.2716834406334406
"25.049,55.132",25.049,55.132,9,3.988888888888889,0.5555555555555556,0.23413200102873055
"25.049,55.133",25.049,55.133,2,3.8,1.0,0.19802374533146588
"25.049,55.195",25.049,55.195,1,4.8,0.0,
"25.049,55.207",25.049,55.207,1,4.9,0.0,
"25.049,55.215",25.049,55.215,1,4.6,0.0,0.413827947052947
"25.049,55.231",25.049,55.231,1,3.0,0.0,
"25.049,55.237",25.049,55.237,1,4.6,1.0,0.3419088768115942
"25.05,55.129",25.05,55.129,1,4.3,1.0,0.4008400646972075
"25.05,55.13",25.05,55.13,1,4.0,0.0,0.1612972905749221
"25.05,55.131",25.05,55.131,4,3.875,0.5,0.2632819333018382
"25.05,55.133",25.05,55.133,1,4.0,1.0,0.4357999999999999
"25.051,55.133",25.051,55.133,1,3.1,0.0,-0.1393125
"25.051,55.269",25.051,55.269,4,4.375,0.5,0.4032691157607824
"25.052,55.163",25.052,55.163,1,4.7,1.0,0.5670357142857143
"25.052,55.206",25.052,55.206,1,4.6,1.0,0.3603144941478274
"25.052,55.208",25.052,55.208,1,4.1,0.0,0.2768362193362194
"25.052,55.269",25.052,55.269,1,4.8,1.0,0.290036951144094
"25.053,55.232",25.053,55.232,1,3.8,0.0,0.4853373015873016
"25.054,55.171",25.054,55.171,2,4.85,1.0,0.5140847202565952
"25.054,55.207",25.054,55.207,3,4.733333333333333,0.6666666666666666,0.36935673002402536
"25.054,55.211",25.054,55.211,1,4.8,0.0,0.5143174603174603
"25.055,55.199",25.055,55.199,1,5.0,0.0,0.5188210811118706
"25.055,55.203",25.055,55.203,1,4.8,0.0,0.3044116300366301
"25.055,55.205",25.055,55.205,3,4.8,1.0,0.435710374379535
"25.056,55.197",25.056,55.197,1,5.0,0.0,
"25.056,55.27",25.056,55.27,1,4.6,1.0,0.3791643698893699
"25.057,55.198",25.057,55.198,1,4.8,0.0,0.3773620098039216
"25.057,55.27",25.057,55.27,2,4.4,0.0,0.33044146825396825
"25.057,55.271",25.057,55.271,2,4.45,0.0,0.30368639369889366
"25.058,55.195",25.058,55.195,1,5.0,0.0,0.4162178932178932
"25.059,55.21",25.059,55.21,1,4.2,0.0,0.0120833333333333
"25.059,55.23",25.059,55.23,1,4.9,0.0,0.4785588888888888
"25.059,55.238",25.059,55.238,1,4.1,0.0,0.0009493284493284
"25.059,55.243",25.059,55.243,1,4.5,0.0,
"25.06,55.141",25.06,55.141,1,4.9,0.0,0.3289786856661856
"25.06,55.206",25.06,55.206,1,4.6,1.0,0.2925585326953748
"25.06,55.215",25.06,55.215,2,4.7,0.0,0.0450419016290726
"25.06,55.217",25.06,55.217,1,4.8,0.0,0.36011998001998
"25.06,55.23",25.06,55.23,1,4.5,0.0,0.2848611111111111
"25.06,55.237",25.06,55.237,1,4.5,0.0,0.281782849095349
"25.06,55.241",25.06,55.241,1,4.4,0.0,0.1238452380952381
"25.06,55.242",25.06,55.242,1,4.8,0.0,0.5349671717171717
"25.06,55.243",25.06,55.243,1,4.9,0.0,0.477109110310791
"25.061,55.141",25.061,55.141,1,4.9,0.0,0.5686772486772487
"25.061,55.142",25.061,55.142,1,4.8,0.0,0.485495448995449
"25.061,55.199",25.061,55.199,1,4.9,0.0,
"25.061,55.202",25.061,55.202,1,4.7,0.0,0.2802404442331861
"25.061,55.218",25.061,55.218,1,4.0,0.0,0.3593980519480519
"25.061,55.242",25.061,55.242,2,4.45,0.0,0.42557777724726253
"25.062,55.232",25.062,55.232,1,4.4,0.0,
"25.062,55.233",25.062,55.233,1,3.9,0.0,-0.0176005544163438
"25.062,55.239",25.062,55.239,2,4.35,0.5,0.3210416666666666
"25.062,55.244",25.062,55.244,1,3.4,0.0,0.26175
"25.063,55.138",25.063,55.138,1,4.8,0.0,
"25.063,55.142",25.063,55.142,1,4.9,0.0,
"25.063,55.21",25.063,55.21,1,4.9,0.0,0.3914731481481481
"25.063,55.233",25.063,55.233,1,4.7,0.0,0.3693693678129146
"25.063,55.238",25.063,55.238,1,4.8,0.0,
"25.064,55.147",25.064,55.147,2,4.75,1.0,0.45206292035116347
"25.064,55.155",25.064,55.155,1,3.8,0.0,0.1272142857142857
"25.064,55.157",25.064,55.157,5,4.5,0.4,0.38515538135667954
"25.064,55.158",25.064,55.158,1,4.6,1.0,0.410221694971695
"25.064,55.217",25.064,55.217,1,5.0,0.0,
"25.064,55.237",25.064,55.237,1,5.0,0.0,0.4373005050505051
"25.065,55.139",25.065,55.139,3,4.433333333333334,0.3333333333333333,0.40576908168991493
"25.065,55.148",25.065,55.148,1,4.5,1.0,0.24705003006253
"25.065,55.193",25.065,55.193,2,4.75,0.5,0.4352908057851239
"25.065,55.205",25.065,55.205,1,5.0,0.0,
"25.065,55.21",25.065,55.21,1,4.4,0.0,0.3115813492063491
"25.065,55.216",25.065,55.216,2,4.45,1.0,0.38682014559514555
"25.065,55.239",25.065,55.239,1,4.9,1.0,0.410774358974359
"25.065,55.304",25.065,55.304,1,5.0,0.0,
"25.065,55.305",25.065,55.305,1,4.6,0.0,
"25.066,55.138",25.066,55.138,4,4.5,0.75,0.3918746674351206
"25.066,55.14",25.066,55.14,1,4.7,0.0,0.3720054160021265
"25.066,55.192",25.066,55.192,2,4.65,1.0,0.4495266550076332
"25.066,55.193",25.066,55.193,1,4.1,0.0,0.1250659699777347
"25.066,55.216",25.066,55.216,5,4.56,0.2,0.4076350453944204
"25.067,55.141",25.067,55.141,2,4.7,0.0,0.3785644982993197
"25.067,55.142",25.067,55.142,1,4.5,0.0,
"25.067,55.216",25.067,55.216,1,4.4,0.0,0.2691981421356421
"25.067,55.239",25.067,55.239,1,4.0,0.0,0.3283664141414141
"25.068,55.132",25.068,55.132,2,4.75,0.5,0.5739468062982769
"25.068,55.141",25.068,55.141,2,4.699999999999999,0.5,0.3897719900923332
"25.068,55.142",25.068,55.142,2,4.449999999999999,0.5,0.3649662657418339
"25.068,55.145",25.068,55.145,1,4.0,0.0,
"25.068,55.162",25.068,55.162,1,4.7,1.0,0.400656956799814
"25.069,55.129",25.069,55.129,3,4.7,0.3333333333333333,0.47175311147186144
"25.069,55.13",25.069,55.13,2,4.75,1.0,0.387681016352069
"25.069,55.134",25.069,55.134,1,4.9,1.0,0.3076196531348133
"25.069,55.139",25.069,55.139,2,4.35,0.0,0.1485802224736048
"25.069,55.14",25.069,55.14,1,4.4,1.0,0.278243720821662
"25.069,55.141",25.069,55.141,6,4.55,0.5,0.32332026661190566
"25.069,55.142",25.069,55.142,3,4.6000000000000005,0.0,0.3025417906397009
"25.069,55.143",25.069,55.143,2,4.45,0.0,0.48232718707317634
"25.069,55.306",25.069,55.306,1,4.5,0.0,
"25.07,55.128",25.07,55.128,1,4.5,1.0,0.3490222553952531
"25.07,55.129",25.07,55.129,1,4.5,1.0,0.4790440115440115
"25.07,55.13",25.07,55.13,1,3.9,0.0,0.3501628134345526
"25.07,55.132",25.07,55.132,1,4.5,0.0,
"25.07,55.135",25.07,55.135,1,4.4,1.0,0.3995396825396825
"25.07,55.137",25.07,55.137,1,3.7,0.0,
"25.07,55.14",25.07,55.14,1,4.8,0.0,0.3694721288515406
"25.07,55.141",25.07,55.141,5,4.7,0.6,0.4681887636999244
"25.07,55.142",25.07,55.142,1,4.9,1.0,0.3054589175485008
"25.07,55.226",25.07,55.226,1,4.4,0.0,0.3147856541606542
"25.07,55.242",25.07,55.242,1,4.8,1.0,0.3613506493506493
"25.07,55.305",25.07,55.305,1,4.7,0.0,0.4376646825396825
"25.07,55.323",25.07,55.323,1,4.4,0.0,0.1606785714285714
"25.07,55.324",25.07,55.324,4,4.75,0.5,0.36033852192780763
"25.071,55.134",25.071,55.134,1,3.6,0.0,-0.0648378066378066
"25.071,55.135",25.071,55.135,4,4.375,0.5,0.39674810691953555
"25.071,55.136",25.071,55.136,2,4.85,1.0,0.40642534400123675
"25.071,55.137",25.071,55.137,1,4.8,1.0,0.4208814058956916
"25.071,55.143",25.071,55.143,1,4.8,0.0,0.3518881673881674
"25.071,55.401",25.071,55.401,1,4.3,0.0,0.2122552447552447
"25.072,55.132",25.072,55.132,1,4.9,1.0,0.4074990981240981
"25.072,55.136",25.072,55.136,2,4.699999999999999,0.5,0.24944623015873008
"25.072,55.141",25.072,55.141,1,3.0,0.0,
"25.072,55.142",25.072,55.142,5,4.76,0.4,0.3011374105197634
"25.072,55.143",25.072,55.143,2,4.65,0.5,0.4482956349206349
"25.072,55.145",25.072,55.145,2,4.5,1.0,0.4150576966023394
"25.072,55.401",25.072,55.401,1,4.9,1.0,0.388430303030303
"25.073,55.127",25.073,55.127,3,4.7,1.0,0.42689112791085027
"25.073,55.128",25.073,55.128,2,4.15,0.0,0.4230768999518999
"25.073,55.129",25.073,55.129,1,4.8,0.0,
"25.073,55.13",25.073,55.13,2,4.75,0.5,0.35401212613144434
"25.073,55.132",25.073,55.132,1,4.9,0.0,0.3497172077922078
"25.073,55.133",25.073,55.133,2,4.75,0.0,0.5368042328042328
"25.073,55.143",25.073,55.143,1,4.5,0.0,
"25.074,55.126",25.074,55.126,1,4.6,0.0,0.5091984432234433
"25.074,55.129",25.074,55.129,1,4.4,0.0,0.4003746253746253
"25.074,55.131",25.074,55.131,3,4.8,0.6666666666666666,0.4260593715173556
"25.074,55.132",25.074,55.132,1,4.3,1.0,0.4285633864881985
"25.074,55.144",25.074,55.144,3,4.233333333333333,0.3333333333333333,0.39065217051467055
"25.074,55.367",25.074,55.367,1,4.5,0.0,0.4276157607824274
"25.074,55.368",25.074,55.368,1,4.9,0.0,0.348852992686326
"25.075,55.13",25.075,55.13,4,4.7,1.0,0.3758273773322829
"25.075,55.131",25.075,55.131,3,4.733333333333333,1.0,0.32384550851653787
"25.075,55.132",25.075,55.132,1,4.5,1.0,0.2045955396420621
"25.075,55.138",25.075,55.138,3,4.5,0.3333333333333333,0.5103608405483405
"25.075,55.139",25.075,55.139,3,4.366666666666666,0.0,0.2505748234404484
"25.075,55.14",25.075,55.14,2,4.1,0.0,0.25708789682539673
"25.075,55.146",25.075,55.146,2,4.45,1.0,0.3279388096888097
"25.075,55.147",25.075,55.147,3,4.6000000000000005,0.6666666666666666,0.3866676383128782
"25.075,55.24",25.075,55.24,1,4.8,1.0,0.4799748917748918
"25.075,55.363",25.075,55.363,1,4.8,1.0,0.2889920634920634
"25.076,55.124",25.076,55.124,2,4.6,1.0,0.3345200277053725
"25.076,55.13",25.076,55.13,3,4.8,0.6666666666666666,0.48568493702194676
"25.076,55.131",25.076,55.131,8,4.6625,0.625,0.3553347399265376
"25.076,55.132",25.076,55.132,3,4.533333333333333,1.0,0.2747388864222197
"25.076,55.133",25.076,55.133,1,4.7,1.0,0.3991487103174603
"25.076,55.139",25.076,55.139,5,4.6,1.0,0.42385136917802335
"25.076,55.14",25.076,55.14,2,4.8,1.0,0.3826611368998587
"25.076,55.141",25.076,55.141,3,4.533333333333334,0.3333333333333333,0.3132057147101264
"25.076,55.142",25.076,55.142,2,4.5,0.0,0.2275575396825397
"25.076,55.146",25.076,55.146,2,4.25,0.0,0.41006890331890333
"25.076,55.242",25.076,55.242,1,4.7,0.0,
"25.076,55.249",25.076,55.249,1,4.2,0.0,
"25.076,55.4",25.076,55.4,1,4.9,0.0,
"25.077,55.123",25.077,55.123,2,4.75,1.0,0.37540528446226973
"25.077,55.124",25.077,55.124,1,4.8,1.0,0.2855355848861284
"25.077,55.125",25.077,55.125,2,4.6,0.5,0.47744493502529217
"25.077,55.131",25.077,55.131,4,4.675,0.75,0.39991062319428333
"25.077,55.132",25.077,55.132,4,4.875,0.75,0.35218496082650674
"25.077,55.133",25.077,55.133,1,4.7,1.0,0.4398674825174825
"25.077,55.134",25.077,55.134,2,4.15,0.5,0.3228104462545252
"25.077,55.135",25.077,55.135,1,4.6,0.0,0.3172849206349206
"25.077,55.139",25.077,55.139,1,4.7,1.0,0.2858608203244567
"25.077,55.14",25.077,55.14,4,4.6,0.5,0.4066302744708995
"25.077,55.141",25.077,55.141,1,4.5,1.0,0.2150013227513227
"25.077,55.146",25.077,55.146,1,4.8,1.0,0.240975305326809
"25.077,55.147",25.077,55.147,1,4.0,0.0,
"25.077,55.148",25.077,55.148,1,4.8,0.0,0.3045848003848003
"25.077,55.149",25.077,55.149,1,4.7,0.0,
"25.077,55.15",25.077,55.15,3,4.366666666666666,0.6666666666666666,0.464821654040404
"25.078,55.123",25.078,55.123,2,4.6,1.0,0.44231128955714516
"25.078,55.124",25.078,55.124,7,4.771428571428571,0.5714285714285714,0.37382868918437934
"25.078,55.125",25.078,55.125,5,4.5,1.0,0.36771752552940834
"25.078,55.132",25.078,55.132,2,4.5,0.0,0.3600487412885739
"25.078,55.133",25.078,55.133,3,4.6000000000000005,0.6666666666666666,0.4856618237188412
"25.078,55.134",25.078,55.134,4,4.525,0.5,0.31616797583075357
"25.078,55.135",25.078,55.135,3,4.566666666666666,1.0,0.4123222941080084
"25.078,55.136",25.078,55.136,1,4.7,0.0,0.4172807801517478
"25.078,55.138",25.078,55.138,3,4.866666666666667,1.0,0.436782704177242
"25.078,55.14",25.078,55.14,1,4.4,1.0,0.4008771645021644
"25.078,55.141",25.078,55.141,2,4.800000000000001,0.5,0.4327208844786767
"25.078,55.146",25.078,55.146,1,4.9,0.0,0.4011142857142857
"25.078,55.147",25.078,55.147,3,4.5,1.0,0.43816416472280445
"25.078,55.152",25.078,55.152,1,4.7,1.0,0.1810543874160173
"25.078,55.153",25.078,55.153,2,4.85,0.5,0.3723072835646496
"25.078,55.155",25.078,55.155,1,4.7,1.0,0.4234536496199176
"25.079,55.12",25.079,55.12,1,4.9,1.0,0.4007293377120963
"25.079,55.123",25.079,55.123,2,4.85,0.5,0.6162883597883597
"25.079,55.124",25.079,55.124,9,4.688888888888889,0.8888888888888888,0.39969582217477195
"25.079,55.125",25.079,55.125,1,4.8,1.0,0.3656692859357182
"25.079,55.134",25.079,55.134,4,4.675,0.75,0.44448423002635273
"25.079,55.138",25.079,55.138,2,4.75,0.0,0.4442248677248677
"25.079,55.14",25.079,55.14,1,4.9,1.0,0.5256293111650254
"25.079,55.141",25.079,55.141,2,4.9,1.0,0.4469278033794163
"25.079,55.142",25.079,55.142,1,4.5,0.0,0.4331896825396825
"25.079,55.143",25.079,55.143,2,4.85,0.5,0.3307506231142595
"25.079,55.149",25.079,55.149,2,4.15,0.5,0.39025604121958285
"25.079,55.15",25.079,55.15,4,4.725,0.25,0.44128331155914274
"25.079,55.158",25.079,55.158,4,4.775,0.5,0.3968474608583932
"25.079,55.168",25.079,55.168,1,4.1,1.0,0.2811583333333333
"25.079,55.393",25.079,55.393,1,4.9,0.0,
"25.08,55.121",25.08,55.121,1,4.7,1.0,0.4490172335600907
"25.08,55.122",25.08,55.122,7,4.614285714285714,0.7142857142857143,0.4774976468670219
"25.08,55.123",25.08,55.123,2,4.55,0.5,0.35162566738816736
"25.08,55.136",25.08,55.136,1,4.7,1.0,0.4648679653679654
"25.08,55.137",25.08,55.137,2,4.45,0.0,
"25.08,55.139",25.08,55.139,1,4.6,1.0,0.3795523268398268
"25.08,55.15",25.08,55.15,2,4.85,0.5,0.35980062627431053
"25.08,55.152",25.08,55.152,2,4.45,0.0,0.3321172850763402
"25.08,55.153",25.08,55.153,2,4.550000000000001,0.0,0.3244834423783287
"25.08,55.154",25.08,55.154,1,4.3,1.0,0.4044144744144744
"25.08,55.208",25.08,55.208,1,4.8,0.0,
"25.08,55.245",25.08,55.245,1,4.4,1.0,0.2043531607281607
"25.081,55.12",25.081,55.12,1,4.8,1.0,0.4090432444748234
"25.081,55.121",25.081,55.121,3,4.833333333333333,0.3333333333333333,0.4376865860990861
"25.081,55.122",25.081,55.122,1,4.1,0.0,0.3244532356532357
"25.081,55.123",25.081,55.123,3,4.633333333333334,1.0,0.4059163000864681
"25.081,55.136",25.081,55.136,1,4.9,1.0,0.4201435462685463
"25.081,55.137",25.081,55.137,4,4.725,1.0,0.3571732969932565
"25.081,55.138",25.081,55.138,1,4.4,0.0,0.4054468150896723
"25.081,55.139",25.081,55.139,1,4.8,1.0,0.3399166366041366
"25.081,55.141",25.081,55.141,2,4.7,0.0,0.3876596996753246
"25.081,55.142",25.081,55.142,1,4.8,1.0,0.5110473926944515
